LEAID	LEA_NAME	ST_NAME	LEA_CWIFTEST	LEA_CWIFTSE
0100001	Fort Rucker School District	Alabama	0.832	0.026
0100003	Maxwell AFB School District	Alabama	0.887	0.012
0100005	Albertville City School District	Alabama	0.883	0.035
0100006	Marshall County School District	Alabama	0.883	0.035
0100007	Hoover City School District	Alabama	0.924	0.007
0100008	Madison City School District	Alabama	0.969	0.01
0100011	Leeds City School District	Alabama	0.891	0.009
0100012	Boaz City School District	Alabama	0.863	0.03
0100013	Trussville City School District	Alabama	0.914	0.008
0100030	Alexander City City School District	Alabama	0.86	0.037
0100060	Andalusia City School District	Alabama	0.742	0.045
0100090	Anniston City School District	Alabama	0.797	0.025
0100100	Arab City School District	Alabama	0.883	0.035
0100120	Athens City School District	Alabama	0.862	0.033
0100180	Attalla City School District	Alabama	0.727	0.032
0100185	Saraland City School District	Alabama	0.855	0.014
0100188	Chickasaw City School District	Alabama	0.855	0.014
0100189	Satsuma City School District	Alabama	0.855	0.014
0100190	Alabaster City School District	Alabama	0.94	0.016
0100210	Auburn City School District	Alabama	0.856	0.027
0100240	Autauga County School District	Alabama	0.823	0.049
0100270	Baldwin County School District	Alabama	0.816	0.032
0100300	Barbour County School District	Alabama	0.899	0.045
0100330	Bessemer City School District	Alabama	0.917	0.008
0100360	Bibb County School District	Alabama	0.856	0.044
0100390	Birmingham City School District	Alabama	0.917	0.008
0100420	Blount County School District	Alabama	0.771	0.032
0100450	Brewton City School District	Alabama	0.855	0.048
0100480	Bullock County School District	Alabama	0.86	0.037
0100510	Butler County School District	Alabama	0.855	0.048
0100540	Calhoun County School District	Alabama	0.797	0.025
0100600	Chambers County School District	Alabama	0.8	0.041
0100630	Cherokee County School District	Alabama	0.8	0.041
0100660	Chilton County School District	Alabama	0.8	0.041
0100690	Choctaw County School District	Alabama	0.853	0.048
0100720	Clarke County School District	Alabama	0.853	0.048
0100750	Clay County School District	Alabama	0.8	0.041
0100780	Cleburne County School District	Alabama	0.8	0.041
0100810	Coffee County School District	Alabama	0.804	0.049
0100840	Colbert County School District	Alabama	0.792	0.037
0100870	Conecuh County School District	Alabama	0.742	0.045
0100900	Coosa County School District	Alabama	0.8	0.041
0100930	Covington County School District	Alabama	0.742	0.045
0100960	Crenshaw County School District	Alabama	0.855	0.048
0100990	Cullman City School District	Alabama	0.871	0.039
0101020	Cullman County School District	Alabama	0.871	0.039
0101050	Dale County School District	Alabama	0.833	0.027
0101080	Daleville City School District	Alabama	0.833	0.027
0101110	Dallas County School District	Alabama	0.803	0.043
0101140	DeKalb County School District	Alabama	0.802	0.041
0101170	Decatur City School District	Alabama	0.87	0.029
0101200	Demopolis City School District	Alabama	0.856	0.044
0101230	Dothan City School District	Alabama	0.862	0.021
0101260	Elba City School District	Alabama	0.804	0.049
0101290	Elmore County School District	Alabama	0.823	0.049
0101320	Enterprise City School District	Alabama	0.804	0.048
0101350	Escambia County School District	Alabama	0.855	0.048
0101380	Etowah County School District	Alabama	0.727	0.032
0101410	Eufaula City School District	Alabama	0.899	0.045
0101440	Fairfield City School District	Alabama	0.917	0.008
0101470	Fayette County School District	Alabama	0.856	0.044
0101530	Florence City School District	Alabama	0.826	0.044
0101560	Fort Payne City School District	Alabama	0.802	0.041
0101590	Franklin County School District	Alabama	0.824	0.041
0101620	Gadsden City School District	Alabama	0.727	0.032
0101640	Geneva City School District	Alabama	0.742	0.045
0101660	Geneva County School District	Alabama	0.742	0.045
0101680	Greene County School District	Alabama	0.856	0.044
0101690	Guntersville City School District	Alabama	0.883	0.035
0101710	Hale County School District	Alabama	0.856	0.044
0101720	Haleyville City School District	Alabama	0.824	0.041
0101730	Hartselle City School District	Alabama	0.87	0.029
0101740	Henry County School District	Alabama	0.833	0.027
0101760	Homewood City School District	Alabama	0.917	0.008
0101770	Houston County School District	Alabama	0.863	0.022
0101800	Huntsville City School District	Alabama	0.983	0.011
0101830	Jackson County School District	Alabama	0.802	0.041
0101860	Jacksonville City School District	Alabama	0.797	0.025
0101890	Jasper City School District	Alabama	0.771	0.032
0101920	Jefferson County School District	Alabama	0.917	0.008
0101950	Lamar County School District	Alabama	0.856	0.044
0101980	Lanett City School District	Alabama	0.8	0.041
0102010	Lauderdale County School District	Alabama	0.826	0.044
0102040	Lawrence County School District	Alabama	0.824	0.041
0102070	Lee County School District	Alabama	0.856	0.027
0102100	Limestone County School District	Alabama	0.862	0.033
0102130	Linden City School District	Alabama	0.856	0.044
0102160	Lowndes County School District	Alabama	0.803	0.043
0102190	Macon County School District	Alabama	0.86	0.037
0102220	Madison County School District	Alabama	0.983	0.011
0102250	Marengo County School District	Alabama	0.856	0.044
0102310	Marion County School District	Alabama	0.824	0.041
0102350	Midfield City School District	Alabama	0.917	0.008
0102370	Mobile County School District	Alabama	0.855	0.014
0102400	Monroe County School District	Alabama	0.855	0.048
0102430	Montgomery County School District	Alabama	0.887	0.012
0102480	Morgan County School District	Alabama	0.87	0.029
0102490	Mountain Brook City School District	Alabama	0.917	0.008
0102520	Muscle Shoals City School District	Alabama	0.792	0.037
0102550	Oneonta City School District	Alabama	0.771	0.032
0102580	Opelika City School District	Alabama	0.856	0.027
0102610	Opp City School District	Alabama	0.742	0.045
0102635	Oxford City School District	Alabama	0.806	0.02
0102640	Ozark City School District	Alabama	0.833	0.027
0102650	Pell City City School District	Alabama	0.771	0.032
0102670	Perry County School District	Alabama	0.856	0.044
0102700	Phenix City City School District	Alabama	0.859	0.032
0102730	Pickens County School District	Alabama	0.856	0.044
0102760	Piedmont City School District	Alabama	0.797	0.024
0102790	Pike County School District	Alabama	0.899	0.045
0102820	Randolph County School District	Alabama	0.8	0.041
0102850	Roanoke City School District	Alabama	0.8	0.041
0102880	Russell County School District	Alabama	0.86	0.037
0102910	Russellville City School District	Alabama	0.824	0.041
0102940	Scottsboro City School District	Alabama	0.802	0.041
0102970	Selma City School District	Alabama	0.803	0.043
0103000	Sheffield City School District	Alabama	0.792	0.037
0103030	Shelby County School District	Alabama	0.94	0.016
0103062	St. Clair County School District	Alabama	0.771	0.032
0103090	Sumter County School District	Alabama	0.853	0.048
0103120	Sylacauga City School District	Alabama	0.84	0.037
0103150	Talladega City School District	Alabama	0.84	0.037
0103180	Talladega County School District	Alabama	0.84	0.037
0103210	Tallapoosa County School District	Alabama	0.86	0.037
0103240	Tallassee City School District	Alabama	0.829	0.041
0103270	Tarrant City School District	Alabama	0.917	0.008
0103300	Thomasville City School District	Alabama	0.853	0.048
0103330	Troy City School District	Alabama	0.899	0.045
0103360	Tuscaloosa City School District	Alabama	0.886	0.021
0103390	Tuscaloosa County School District	Alabama	0.886	0.021
0103420	Tuscumbia City School District	Alabama	0.792	0.037
0103430	Vestavia Hills City School District	Alabama	0.917	0.008
0103450	Walker County School District	Alabama	0.771	0.032
0103480	Washington County School District	Alabama	0.853	0.048
0103510	Wilcox County School District	Alabama	0.803	0.043
0103540	Winfield City School District	Alabama	0.83	0.034
0103580	Winston County School District	Alabama	0.824	0.041
0200001	Lower Kuskokwim School District	Alaska	0.791	0.041
0200003	Lower Yukon School District	Alaska	0.791	0.041
0200004	Yupiit School District	Alaska	0.791	0.041
0200005	Kashunamiut School District	Alaska	0.791	0.041
0200007	Aleutians East Borough School District	Alaska	0.791	0.041
0200010	Aleutian Region School District	Alaska	0.791	0.041
0200020	Bering Strait School District	Alaska	1.013	0.05
0200030	Bristol Bay Borough School District	Alaska	0.791	0.041
0200050	Alaska Gateway School District	Alaska	0.859	0.044
0200060	Cordova City School District	Alaska	0.859	0.044
0200070	Copper River School District	Alaska	0.859	0.044
0200090	Craig City School District	Alaska	0.947	0.057
0200100	Delta/Greely School District	Alaska	0.859	0.044
0200120	Dillingham City School District	Alaska	0.791	0.041
0200130	Galena City School District	Alaska	0.859	0.044
0200150	Ketchikan Gateway Borough School District	Alaska	0.921	0.043
0200180	Anchorage School District	Alaska	1.094	0.014
0200210	Juneau Borough School District	Alaska	1.072	0.032
0200240	Sitka Borough School District	Alaska	0.949	0.042
0200270	Haines Borough School District	Alaska	0.947	0.057
0200300	Hoonah City School District	Alaska	0.947	0.057
0200330	Hydaburg City School District	Alaska	0.947	0.057
0200360	Kake City School District	Alaska	0.947	0.057
0200390	Kenai Peninsula Borough School District	Alaska	0.99	0.038
0200450	Klawock City School District	Alaska	0.947	0.057
0200480	Kodiak Island Borough School District	Alaska	0.791	0.041
0200485	Lake And Peninsula School District	Alaska	0.791	0.041
0200510	Matanuska-Susitna Borough School District	Alaska	0.889	0.038
0200520	Iditarod Area School District	Alaska	0.857	0.043
0200525	Annette Island School District	Alaska	0.947	0.057
0200540	Nenana City School District	Alaska	0.859	0.044
0200570	Nome School District	Alaska	1.013	0.05
0200600	Fairbanks North Star Borough School District	Alaska	1.004	0.023
0200610	North Slope Borough School District	Alaska	1.013	0.05
0200625	Northwest Arctic Borough School District	Alaska	1.013	0.05
0200630	Pelican City School District	Alaska	0.947	0.057
0200660	Petersburg Borough School District	Alaska	0.947	0.057
0200670	Pribilof School District	Alaska	0.791	0.041
0200680	St. Marys City School District	Alaska	0.791	0.041
0200690	Skagway School District	Alaska	0.947	0.057
0200700	Southeast Island School District	Alaska	0.947	0.057
0200710	Southwest Region School District	Alaska	0.791	0.041
0200715	Tanana School District	Alaska	0.859	0.044
0200720	Unalaska City School District	Alaska	0.791	0.041
0200730	Chatham School District	Alaska	0.947	0.057
0200760	Kuspuk School District	Alaska	0.791	0.041
0200770	Denali Borough School District	Alaska	0.859	0.044
0200775	Yukon Flats School District	Alaska	0.859	0.044
0200780	Valdez City School District	Alaska	0.859	0.044
0200800	Chugach School District	Alaska	0.859	0.044
0200810	Wrangell City School District	Alaska	0.921	0.043
0200840	Yakutat City School District	Alaska	0.859	0.044
0200862	Yukon-Koyukuk School District	Alaska	0.859	0.044
0400001	Cave Creek Unified District	Arizona	0.975	0.005
0400003	Chino Valley Unified District	Arizona	0.802	0.03
0400004	Clarkdale-Jerome Elementary District	Arizona	0.802	0.03
0400005	Salome Consolidated Elementary District	Arizona	0.88	0.032
0400021	Colorado City Unified District	Arizona	0.88	0.032
0400022	Vernon Elementary District	Arizona	0.845	0.03
0400023	Pinon Unified District	Arizona	0.845	0.03
0400026	Heber-Overgaard Unified District	Arizona	0.845	0.03
0400082	Colorado River Union High School District	Arizona	0.88	0.032
0400212	Benson Unified School District	Arizona	0.898	0.027
0400295	Kingman Unified School District	Arizona	0.88	0.032
0400450	Agua Fria Union High School District	Arizona	0.975	0.005
0400480	Aguila Elementary District	Arizona	0.975	0.005
0400520	Ajo Unified District	Arizona	0.891	0.009
0400600	Alhambra Elementary District	Arizona	0.975	0.005
0400630	Alpine Elementary District	Arizona	0.845	0.03
0400680	Amphitheater Unified District	Arizona	0.891	0.009
0400720	Antelope Union High School District	Arizona	0.898	0.028
0400750	Apache Elementary District	Arizona	0.898	0.027
0400790	Apache Junction Unified District	Arizona	0.92	0.023
0400840	Arlington Elementary District	Arizona	0.975	0.005
0400870	Ash Creek Elementary District	Arizona	0.898	0.027
0400910	Ash Fork Joint Unified District	Arizona	0.83	0.021
0400960	Avondale Elementary District	Arizona	0.975	0.005
0401000	Bagdad Unified School District	Arizona	0.802	0.03
0401050	Balsz Elementary District	Arizona	0.975	0.005
0401080	Beaver Creek Elementary District	Arizona	0.802	0.03
0401160	Bicentennial Union High School District	Arizona	0.88	0.032
0401180	Bisbee Unified District	Arizona	0.898	0.027
0401230	Blue Elementary District	Arizona	0.898	0.043
0401260	Bonita Elementary District	Arizona	0.898	0.043
0401290	Bouse Elementary District	Arizona	0.88	0.032
0401330	Bowie Unified District	Arizona	0.898	0.027
0401380	Buckeye Elementary District	Arizona	0.975	0.005
0401410	Buckeye Union High School District	Arizona	0.975	0.005
0401460	Sierra Vista Unified District	Arizona	0.898	0.027
0401500	Bullhead City School District	Arizona	0.88	0.032
0401600	Camp Verde Unified District	Arizona	0.802	0.03
0401650	Canon Elementary District	Arizona	0.802	0.03
0401680	Cartwright Elementary District	Arizona	0.975	0.005
0401710	Casa Grande Elementary District	Arizona	0.92	0.023
0401740	Casa Grande Union High School District	Arizona	0.92	0.023
0401760	Catalina Foothills Unified District	Arizona	0.891	0.009
0401810	Cedar Unified District	Arizona	0.845	0.03
0401870	Chandler Unified District	Arizona	0.975	0.005
0401920	Chevelon Butte School District	Arizona	0.863	0.027
0401940	Chinle Unified District	Arizona	0.845	0.03
0402110	Clifton Unified District	Arizona	0.898	0.043
0402130	Cochise Elementary District	Arizona	0.898	0.027
0402190	Concho Elementary District	Arizona	0.845	0.03
0402220	Congress Elementary District	Arizona	0.802	0.03
0402250	Continental Elementary District	Arizona	0.891	0.009
0402320	Coolidge Unified District	Arizona	0.92	0.023
0402370	Cottonwood-Oak Creek Elementary District	Arizona	0.802	0.03
0402400	Crane Elementary District	Arizona	0.898	0.028
0402430	Creighton Elementary District	Arizona	0.975	0.005
0402460	Crown King Elementary District	Arizona	0.802	0.03
0402490	Double Adobe Elementary District	Arizona	0.898	0.027
0402530	Douglas Unified District	Arizona	0.898	0.027
0402600	Duncan Unified District	Arizona	0.898	0.043
0402690	Dysart Unified District	Arizona	0.975	0.005
0402710	Eagle Elementary District	Arizona	0.898	0.043
0402760	Elfrida Elementary District	Arizona	0.898	0.027
0402790	Eloy Elementary District	Arizona	0.92	0.023
0402820	Empire Elementary District	Arizona	0.891	0.009
0402860	Flagstaff Unified District	Arizona	0.863	0.027
0402920	Florence Unified School District	Arizona	0.92	0.023
0403010	Flowing Wells Unified District	Arizona	0.891	0.009
0403040	Fountain Hills Unified District	Arizona	0.975	0.005
0403060	Fowler Elementary District	Arizona	0.975	0.005
0403080	Fredonia-Moccasin Unified District	Arizona	0.869	0.02
0403150	Fort Huachuca Accommodation District	Arizona	0.898	0.027
0403200	Fort Thomas Unified District	Arizona	0.898	0.043
0403240	Gadsden Elementary District	Arizona	0.898	0.028
0403290	Ganado Unified District	Arizona	0.845	0.03
0403310	Gila Bend Unified District	Arizona	0.975	0.005
0403400	Gilbert Unified District	Arizona	0.975	0.005
0403420	Glendale Elementary District	Arizona	0.975	0.005
0403450	Glendale Union High School District	Arizona	0.975	0.005
0403500	Globe Unified District	Arizona	0.898	0.043
0403550	Grand Canyon Unified District	Arizona	0.863	0.027
0403660	Hackberry School District	Arizona	0.88	0.032
0403730	Hayden-Winkelman Unified District	Arizona	0.898	0.043
0403780	Higley Unified District	Arizona	0.975	0.005
0403820	Holbrook Unified District	Arizona	0.845	0.03
0403870	Humboldt Unified District	Arizona	0.802	0.03
0403900	Hyder Elementary District	Arizona	0.898	0.028
0403950	Indian Oasis-Baboquivari Unified District	Arizona	0.891	0.009
0403960	Isaac Elementary District	Arizona	0.975	0.005
0403990	J. O. Combs Unified School District	Arizona	0.92	0.023
0404010	Joseph City Unified District	Arizona	0.845	0.03
0404060	Kayenta Unified District	Arizona	0.845	0.03
0404170	Kirkland Elementary District	Arizona	0.802	0.03
0404200	Klondyke Elementary District	Arizona	0.898	0.043
0404230	Kyrene Elementary District	Arizona	0.975	0.005
0404280	Lake Havasu Unified District	Arizona	0.88	0.032
0404290	Laveen Elementary District	Arizona	0.975	0.005
0404320	Liberty Elementary District	Arizona	0.975	0.005
0404380	Litchfield Elementary District	Arizona	0.975	0.005
0404410	Littlefield Unified District	Arizona	0.88	0.032
0404440	Littleton Elementary District	Arizona	0.975	0.005
0404500	Madison Elementary District	Arizona	0.975	0.005
0404530	Maine Consolidated School District	Arizona	0.863	0.027
0404570	Mammoth-San Manuel Unified District	Arizona	0.92	0.023
0404630	Marana Unified District	Arizona	0.891	0.009
0404720	Maricopa Unified School District	Arizona	0.92	0.023
0404770	Altar Valley Elementary District	Arizona	0.891	0.009
0404820	Mayer Unified District	Arizona	0.802	0.03
0404860	McNary Elementary District	Arizona	0.845	0.03
0404920	McNeal Elementary District	Arizona	0.898	0.027
0404970	Mesa Unified District	Arizona	0.975	0.005
0405030	Miami Unified District	Arizona	0.898	0.043
0405070	Mingus Union High School District	Arizona	0.802	0.03
0405100	Mobile Elementary District	Arizona	0.975	0.005
0405190	Mohave Valley Elementary District	Arizona	0.88	0.032
0405220	Mohawk Valley Elementary District	Arizona	0.898	0.028
0405320	Morenci Unified District	Arizona	0.898	0.043
0405340	Morristown Elementary District	Arizona	0.975	0.005
0405400	Murphy Elementary District	Arizona	0.975	0.005
0405430	Naco Elementary District	Arizona	0.898	0.027
0405460	Nadaburg Unified School District	Arizona	0.975	0.005
0405530	Nogales Unified District	Arizona	0.898	0.027
0405640	Oracle Elementary District	Arizona	0.92	0.023
0405670	Osborn Elementary District	Arizona	0.975	0.005
0405730	Owens-Whitney Elementary District	Arizona	0.88	0.032
0405760	Tonto Basin Elementary District	Arizona	0.898	0.043
0405820	Page Unified District	Arizona	0.863	0.027
0405850	Palo Verde Elementary District	Arizona	0.975	0.005
0405880	Palominas Elementary District	Arizona	0.898	0.027
0405930	Paradise Valley Unified District	Arizona	0.975	0.005
0405980	Parker Unified School District	Arizona	0.88	0.032
0406000	Patagonia Elementary District	Arizona	0.898	0.027
0406030	Patagonia Union High School District	Arizona	0.898	0.027
0406070	Payson Unified District	Arizona	0.898	0.043
0406120	Peach Springs Unified District	Arizona	0.88	0.032
0406150	Pearce Elementary District	Arizona	0.898	0.027
0406210	Pendergast Elementary District	Arizona	0.975	0.005
0406250	Peoria Unified School District	Arizona	0.975	0.005
0406300	Phoenix Elementary District	Arizona	0.975	0.005
0406330	Phoenix Union High School District	Arizona	0.975	0.005
0406360	Picacho Elementary District	Arizona	0.92	0.023
0406440	Pima Unified District	Arizona	0.898	0.043
0406510	Pine Strawberry Elementary District	Arizona	0.898	0.043
0406580	Blue Ridge Unified District	Arizona	0.845	0.03
0406630	Pomerene Elementary District	Arizona	0.898	0.027
0406730	Prescott Unified District	Arizona	0.802	0.03
0406740	Sanders Unified District	Arizona	0.845	0.03
0406780	Quartzsite Elementary District	Arizona	0.88	0.032
0406810	Queen Creek Unified District	Arizona	0.975	0.005
0406850	Ray Unified District	Arizona	0.92	0.023
0406870	Red Mesa Unified District	Arizona	0.845	0.03
0406900	Red Rock Elementary District	Arizona	0.92	0.023
0406930	Redington Elementary District	Arizona	0.891	0.009
0406960	San Carlos Unified District	Arizona	0.898	0.043
0407020	Riverside Elementary District	Arizona	0.975	0.005
0407080	Roosevelt Elementary District	Arizona	0.975	0.005
0407130	Round Valley Unified District	Arizona	0.845	0.03
0407140	Rucker Elementary District	Arizona	0.898	0.027
0407170	Saddle Mountain Unified School District	Arizona	0.975	0.005
0407200	Sacaton Elementary District	Arizona	0.92	0.023
0407240	Safford Unified District	Arizona	0.898	0.043
0407300	Sahuarita Unified District	Arizona	0.891	0.009
0407380	San Fernando Elementary District	Arizona	0.891	0.009
0407430	San Simon Unified District	Arizona	0.898	0.027
0407500	Santa Cruz Elementary District	Arizona	0.898	0.027
0407520	Santa Cruz Valley Unified District	Arizona	0.898	0.027
0407530	Santa Cruz Valley Union High School District	Arizona	0.92	0.023
0407570	Scottsdale Unified District	Arizona	0.975	0.005
0407630	Seligman Unified District	Arizona	0.802	0.03
0407680	Sentinel Elementary District	Arizona	0.975	0.005
0407700	Show Low Unified District	Arizona	0.845	0.03
0407750	Deer Valley Unified District	Arizona	0.975	0.005
0407770	Skull Valley Elementary District	Arizona	0.802	0.03
0407820	Snowflake Unified District	Arizona	0.845	0.03
0407860	Solomon Elementary District	Arizona	0.898	0.043
0407890	Somerton Elementary District	Arizona	0.898	0.028
0407920	Sonoita Elementary District	Arizona	0.898	0.027
0408020	St. David Unified District	Arizona	0.898	0.027
0408080	St. Johns Unified District	Arizona	0.845	0.03
0408130	Stanfield Elementary District	Arizona	0.92	0.023
0408170	Sunnyside Unified District	Arizona	0.891	0.009
0408230	Superior Unified School District	Arizona	0.92	0.023
0408280	Tanque Verde Unified District	Arizona	0.891	0.009
0408310	Tempe School District	Arizona	0.975	0.005
0408340	Tempe Union High School District	Arizona	0.975	0.005
0408410	Thatcher Unified District	Arizona	0.898	0.043
0408430	Paloma School District	Arizona	0.975	0.005
0408460	Hillside Elementary District	Arizona	0.802	0.03
0408490	Tolleson Elementary District	Arizona	0.975	0.005
0408520	Tolleson Union High School District	Arizona	0.975	0.005
0408550	Toltec Elementary District	Arizona	0.92	0.023
0408600	Tombstone Unified District	Arizona	0.898	0.027
0408640	Topock Elementary District	Arizona	0.88	0.032
0408680	Tuba City Unified District	Arizona	0.863	0.027
0408800	Tucson Unified District	Arizona	0.891	0.009
0408820	Union Elementary District	Arizona	0.975	0.005
0408850	Vail Unified District	Arizona	0.891	0.009
0408880	Valentine Elementary District	Arizona	0.88	0.032
0408910	Valley Union High School District	Arizona	0.898	0.027
0409030	Walnut Grove Elementary District	Arizona	0.802	0.03
0409060	Washington Elementary District	Arizona	0.975	0.005
0409090	Wellton Elementary District	Arizona	0.898	0.028
0409120	Wenden Elementary District	Arizona	0.88	0.032
0409160	Whiteriver Unified District	Arizona	0.845	0.03
0409190	Wickenburg Unified District	Arizona	0.967	0.005
0409250	Willcox Unified District	Arizona	0.898	0.027
0409310	Williams Unified District	Arizona	0.863	0.027
0409360	Williamson Valley Elementary School District	Arizona	0.802	0.03
0409390	Wilson Elementary District	Arizona	0.975	0.005
0409430	Window Rock Unified District	Arizona	0.845	0.03
0409460	Winslow Unified District	Arizona	0.845	0.03
0409510	Yarnell Elementary District	Arizona	0.802	0.03
0409540	Young Elementary School District	Arizona	0.898	0.043
0409570	Yucca Elementary District	Arizona	0.88	0.032
0409600	Yuma Elementary District	Arizona	0.898	0.028
0409630	Yuma Union High School District	Arizona	0.898	0.028
0409733	Sedona-Oak Creek Joint Unified District	Arizona	0.802	0.03
0500001	DeWitt School District	Arkansas	0.804	0.047
0500006	Warren School District	Arkansas	0.801	0.039
0500009	Corning Public Schools	Arkansas	0.753	0.032
0500012	Riverside School District	Arkansas	0.822	0.025
0500015	Sheridan School District	Arkansas	0.826	0.03
0500016	Marmaduke School District	Arkansas	0.753	0.032
0500017	Paragould School District	Arkansas	0.753	0.032
0500019	Batesville School District	Arkansas	0.846	0.051
0500020	Midland School District	Arkansas	0.839	0.041
0500021	Izard Cty Consolidated Schools	Arkansas	0.681	0.035
0500023	Newport School District	Arkansas	0.753	0.032
0500026	Pine Bluff School District	Arkansas	0.951	0.034
0500028	Star City School District	Arkansas	0.797	0.049
0500029	Gosnell School District	Arkansas	0.896	0.033
0500030	Nevada School District	Arkansas	0.818	0.034
0500032	Bearden School District	Arkansas	0.812	0.026
0500041	Western Yell County School District	Arkansas	0.752	0.031
0500042	Hamburg School District	Arkansas	0.801	0.039
0500043	Mountain Home School District	Arkansas	0.682	0.035
0500044	Magnolia School District	Arkansas	0.818	0.034
0500045	South Mississippi County School District	Arkansas	0.896	0.033
0500046	Manila School District	Arkansas	0.896	0.033
0500047	Trumann Schools	Arkansas	0.896	0.033
0500048	East Poinsett County School District	Arkansas	0.896	0.033
0500049	De Queen School District	Arkansas	0.778	0.037
0500051	Palestine-Wheatley School District	Arkansas	0.855	0.038
0500065	Lafayette County School District	Arkansas	0.778	0.037
0500067	Cleveland County School District	Arkansas	0.797	0.049
0500068	Emerson-Taylor-Bradley School District	Arkansas	0.803	0.024
0500070	Cedar Ridge School District	Arkansas	0.846	0.051
0500071	Hillcrest School District	Arkansas	0.753	0.032
0500072	Deer/Mount Judea School District	Arkansas	0.765	0.036
0500073	Ouachita River School District	Arkansas	0.768	0.024
0500076	Ozark Mountain School District	Arkansas	0.765	0.036
0500079	Two Rivers School District	Arkansas	0.752	0.031
0500082	Lawrence County School District	Arkansas	0.753	0.032
0500405	Cossatot River School District	Arkansas	0.783	0.032
0502250	Alma School District	Arkansas	0.765	0.036
0502280	Alpena School District	Arkansas	0.765	0.036
0502430	Arkadelphia School District	Arkansas	0.752	0.031
0502550	Armorel School District	Arkansas	0.896	0.033
0502580	Ashdown School District	Arkansas	0.778	0.037
0502610	Atkins Public Schools	Arkansas	0.791	0.03
0502670	Augusta School District	Arkansas	0.855	0.038
0502700	Bald Knob School District	Arkansas	0.804	0.032
0502730	Barton-Lexa School District	Arkansas	0.855	0.038
0502790	Bauxite School District	Arkansas	0.864	0.049
0502820	Bay School District	Arkansas	0.822	0.025
0502880	Beebe School District	Arkansas	0.805	0.033
0502960	Benton School District	Arkansas	0.868	0.053
0503030	Pea Ridge School District	Arkansas	1.118	0.021
0503060	Bentonville Public Schools	Arkansas	1.118	0.021
0503090	Bergman School District	Arkansas	0.765	0.036
0503150	Berryville Public Schools	Arkansas	0.765	0.036
0503240	Bismarck Public Schools	Arkansas	0.8	0.039
0503300	Blevins School District	Arkansas	0.784	0.031
0503320	Blytheville School District	Arkansas	0.896	0.033
0503420	Lead Hill School District	Arkansas	0.765	0.036
0503450	Booneville School District	Arkansas	0.752	0.031
0503480	Bradford School District	Arkansas	0.777	0.023
0503630	Brinkley School District	Arkansas	0.855	0.038
0503640	Brookland School District	Arkansas	0.822	0.025
0503690	Bryant Public Schools	Arkansas	0.868	0.053
0503710	Buffalo Island Central School District	Arkansas	0.859	0.021
0503750	Cabot Public Schools	Arkansas	0.797	0.049
0503770	Caddo Hills School District	Arkansas	0.752	0.031
0503840	Calico Rock School District	Arkansas	0.681	0.035
0503960	Carlisle School District	Arkansas	0.797	0.048
0504020	Westside Consolidated School District	Arkansas	0.819	0.025
0504050	Cave City School District	Arkansas	0.779	0.027
0504080	Cedarville School District	Arkansas	0.765	0.036
0504110	Genoa Central School District	Arkansas	0.778	0.037
0504170	White County Central School District	Arkansas	0.805	0.033
0504200	Charleston School District	Arkansas	0.79	0.027
0504350	Clarendon School District	Arkansas	0.855	0.038
0504370	Rector School District	Arkansas	0.753	0.032
0504380	Clarksville School District	Arkansas	0.791	0.03
0504410	Clinton School District	Arkansas	0.752	0.031
0504560	Concord Public Schools	Arkansas	0.837	0.048
0504590	Conway Public Schools	Arkansas	0.815	0.024
0504680	Cotter School District	Arkansas	0.681	0.035
0504740	County Line School District	Arkansas	0.759	0.025
0504800	Crossett School District	Arkansas	0.801	0.039
0504860	Cutter-Morning Star School District	Arkansas	0.83	0.033
0504890	Danville School District	Arkansas	0.752	0.031
0504930	Dardanelle Public Schools	Arkansas	0.752	0.031
0504980	Decatur School District	Arkansas	1.118	0.021
0505170	Dermott School District	Arkansas	0.855	0.038
0505190	Des Arc Public Schools	Arkansas	0.854	0.037
0505340	Dierks School District	Arkansas	0.816	0.032
0505410	Dollarway School District	Arkansas	0.951	0.034
0505430	Dover School District	Arkansas	0.791	0.03
0505470	Drew Central School District	Arkansas	0.855	0.038
0505500	Dumas School District	Arkansas	0.843	0.031
0505550	Earle School District	Arkansas	0.896	0.033
0505580	East End School District	Arkansas	0.757	0.03
0505680	El Dorado School District	Arkansas	0.909	0.042
0505760	Elkins School District	Arkansas	0.852	0.027
0505850	England School District	Arkansas	0.797	0.049
0505970	Eureka Springs School District	Arkansas	0.765	0.036
0506060	Camden Fairview School District	Arkansas	0.818	0.034
0506090	Farmington School District	Arkansas	0.852	0.027
0506120	Fayetteville School District	Arkansas	0.852	0.027
0506150	Flippin School District	Arkansas	0.765	0.036
0506210	Fordyce School District	Arkansas	0.801	0.039
0506240	Foreman School District	Arkansas	0.778	0.037
0506270	Forrest City School District	Arkansas	0.855	0.038
0506330	Fort Smith Public Schools	Arkansas	0.872	0.024
0506360	Fouke School District	Arkansas	0.778	0.037
0506420	Fountain Lake School District	Arkansas	0.837	0.029
0506540	Gentry Public Schools	Arkansas	1.118	0.021
0506630	Glen Rose School District	Arkansas	0.826	0.03
0506690	Centerpoint School District	Arkansas	0.794	0.02
0506840	Gravette School District	Arkansas	1.118	0.021
0506870	Green Forest School District	Arkansas	0.765	0.036
0506900	Greenbrier School District	Arkansas	0.814	0.024
