LEAID	LEA_NAME	ST_NAME	LEA_CWIFTEST	LEA_CWIFTSE
0900030	Andover School District	Connecticut	0.99	0.028
0900060	Ansonia School District	Connecticut	1.02	0.009
0900090	Ashford School District	Connecticut	0.926	0.043
0900120	Avon School District	Connecticut	1.071	0.008
0900150	Barkhamsted School District	Connecticut	0.974	0.028
0900210	Berlin School District	Connecticut	1.071	0.008
0900240	Bethany School District	Connecticut	1.02	0.009
0900270	Bethel School District	Connecticut	1.212	0.012
0900330	Bloomfield School District	Connecticut	1.071	0.008
0900360	Bolton School District	Connecticut	0.99	0.028
0900390	Bozrah School District	Connecticut	0.999	0.016
0900420	Branford School District	Connecticut	1.02	0.009
0900450	Bridgeport School District	Connecticut	1.212	0.012
0900510	Bristol School District	Connecticut	1.071	0.008
0900540	Brookfield School District	Connecticut	1.212	0.012
0900570	Brooklyn School District	Connecticut	0.926	0.043
0900630	Canaan School District	Connecticut	0.974	0.028
0900660	Canterbury School District	Connecticut	0.926	0.043
0900690	Canton School District	Connecticut	1.071	0.008
0900720	Chaplin School District	Connecticut	0.926	0.043
0900750	Cheshire School District	Connecticut	1.02	0.009
0900780	Chester School District	Connecticut	1.016	0.026
0900810	Clinton School District	Connecticut	1.016	0.026
0900840	Colchester School District	Connecticut	0.999	0.016
0900870	Colebrook School District	Connecticut	0.974	0.028
0900900	Columbia School District	Connecticut	0.99	0.028
0900930	Cornwall School District	Connecticut	0.974	0.028
0900960	Coventry School District	Connecticut	0.99	0.028
0900990	Cromwell School District	Connecticut	1.016	0.026
0901020	Danbury School District	Connecticut	1.212	0.012
0901050	Darien School District	Connecticut	1.212	0.012
0901080	Deep River School District	Connecticut	1.016	0.026
0901110	Derby School District	Connecticut	1.02	0.009
0901170	East Granby School District	Connecticut	1.071	0.008
0901200	East Haddam School District	Connecticut	1.016	0.026
0901230	East Hampton School District	Connecticut	1.016	0.026
0901260	East Hartford School District	Connecticut	1.071	0.008
0901290	East Haven School District	Connecticut	1.02	0.009
0901320	East Lyme School District	Connecticut	0.999	0.016
0901350	East Windsor School District	Connecticut	1.071	0.008
0901380	Eastford School District	Connecticut	0.926	0.043
0901410	Easton School District	Connecticut	1.212	0.012
0901440	Ellington School District	Connecticut	0.99	0.028
0901470	Enfield School District	Connecticut	1.071	0.008
0901500	Essex School District	Connecticut	1.016	0.026
0901530	Fairfield School District	Connecticut	1.212	0.012
0901560	Farmington School District	Connecticut	1.071	0.008
0901590	Franklin School District	Connecticut	0.999	0.016
0901620	Glastonbury School District	Connecticut	1.071	0.008
0901680	Granby School District	Connecticut	1.071	0.008
0901710	Greenwich School District	Connecticut	1.212	0.012
0901740	Griswold School District	Connecticut	0.999	0.016
0901770	Groton School District	Connecticut	0.999	0.016
0901800	Guilford School District	Connecticut	1.02	0.009
0901860	Hamden School District	Connecticut	1.02	0.009
0901890	Hampton School District	Connecticut	0.926	0.043
0901920	Hartford School District	Connecticut	1.071	0.008
0901950	Hartland School District	Connecticut	1.071	0.008
0902010	Hebron School District	Connecticut	0.99	0.028
0902040	Kent School District	Connecticut	0.974	0.028
0902070	Killingly School District	Connecticut	0.926	0.043
0902130	Lebanon School District	Connecticut	0.999	0.016
0902160	Ledyard School District	Connecticut	0.999	0.016
0902190	Lisbon School District	Connecticut	0.999	0.016
0902220	Litchfield School District	Connecticut	0.974	0.028
0902280	Madison School District	Connecticut	1.02	0.009
0902310	Manchester School District	Connecticut	1.071	0.008
0902340	Mansfield School District	Connecticut	0.99	0.028
0902370	Marlborough School District	Connecticut	1.071	0.008
0902400	Meriden School District	Connecticut	1.02	0.009
0902490	Middletown School District	Connecticut	1.016	0.026
0902520	Milford School District	Connecticut	1.02	0.009
0902550	Monroe School District	Connecticut	1.212	0.012
0902580	Montville School District	Connecticut	0.999	0.016
0902640	Naugatuck School District	Connecticut	1.02	0.009
0902670	New Britain School District	Connecticut	1.071	0.008
0902700	New Canaan School District	Connecticut	1.212	0.012
0902730	New Fairfield School District	Connecticut	1.212	0.012
0902760	New Hartford School District	Connecticut	0.974	0.028
0902790	New Haven School District	Connecticut	1.02	0.009
0902820	New London School District	Connecticut	0.999	0.016
0902850	New Milford School District	Connecticut	0.974	0.028
0902880	Newington School District	Connecticut	1.071	0.008
0902910	Newtown School District	Connecticut	1.212	0.012
0902940	Norfolk School District	Connecticut	0.974	0.028
0902970	North Branford School District	Connecticut	1.02	0.009
0903000	North Canaan School District	Connecticut	0.974	0.028
0903030	North Haven School District	Connecticut	1.02	0.009
0903060	North Stonington School District	Connecticut	0.999	0.016
0903090	Norwalk School District	Connecticut	1.212	0.012
0903120	Norwich School District	Connecticut	0.999	0.016
0903180	Old Saybrook School District	Connecticut	1.016	0.026
0903210	Orange School District	Connecticut	1.02	0.009
0903240	Oxford School District	Connecticut	1.02	0.009
0903270	Plainfield School District	Connecticut	0.926	0.043
0903300	Plainville School District	Connecticut	1.071	0.008
0903330	Plymouth School District	Connecticut	0.974	0.028
0903360	Pomfret School District	Connecticut	0.926	0.043
0903390	Portland School District	Connecticut	1.016	0.026
0903420	Preston School District	Connecticut	0.999	0.016
0903480	Putnam School District	Connecticut	0.926	0.043
0903510	Redding School District	Connecticut	1.212	0.012
0903515	Regional School District 06	Connecticut	0.974	0.028
0903520	Regional School District 10	Connecticut	1.039	0.011
0903530	Regional School District 12	Connecticut	0.974	0.028
0903535	Regional School District 13	Connecticut	1.016	0.026
0903536	Regional School District 14	Connecticut	0.974	0.028
0903537	Regional School District 15	Connecticut	1.02	0.009
0903538	Regional School District 16	Connecticut	1.02	0.009
0903539	Regional School District 17	Connecticut	1.016	0.026
0903540	Regional School District 18	Connecticut	0.999	0.016
0903570	Regional High School District 11	Connecticut	0.926	0.043
0903600	Regional High School District 01	Connecticut	0.974	0.028
0903630	Regional High School District 04	Connecticut	1.016	0.026
0903660	Regional High School District 05	Connecticut	1.02	0.009
0903720	Regional High School District 07	Connecticut	0.974	0.028
0903750	Regional High School District 08	Connecticut	1.013	0.02
0903780	Regional High School District 09	Connecticut	1.212	0.012
0903810	Ridgefield School District	Connecticut	1.212	0.012
0903840	Rocky Hill School District	Connecticut	1.071	0.008
0903900	Salem School District	Connecticut	0.999	0.016
0903930	Salisbury School District	Connecticut	0.974	0.028
0903960	Scotland School District	Connecticut	0.926	0.043
0903990	Seymour School District	Connecticut	1.02	0.009
0904020	Sharon School District	Connecticut	0.974	0.028
0904050	Shelton School District	Connecticut	1.212	0.012
0904080	Sherman School District	Connecticut	1.212	0.012
0904110	Simsbury School District	Connecticut	1.071	0.008
0904140	Somers School District	Connecticut	0.99	0.028
0904170	South Windsor School District	Connecticut	1.071	0.008
0904230	Southington School District	Connecticut	1.071	0.008
0904260	Sprague School District	Connecticut	0.999	0.016
0904290	Stafford School District	Connecticut	0.99	0.028
0904320	Stamford School District	Connecticut	1.212	0.012
0904350	Sterling School District	Connecticut	0.926	0.043
0904380	Stonington School District	Connecticut	0.999	0.016
0904440	Stratford School District	Connecticut	1.212	0.012
0904470	Suffield School District	Connecticut	1.071	0.008
0904500	Thomaston School District	Connecticut	0.974	0.028
0904530	Thompson School District	Connecticut	0.926	0.043
0904560	Tolland School District	Connecticut	0.99	0.028
0904590	Torrington School District	Connecticut	0.974	0.028
0904620	Trumbull School District	Connecticut	1.212	0.012
0904650	Union School District	Connecticut	0.99	0.028
0904680	Vernon School District	Connecticut	0.99	0.028
0904710	Voluntown School District	Connecticut	0.999	0.016
0904740	Wallingford School District	Connecticut	1.02	0.009
0904830	Waterbury School District	Connecticut	1.02	0.009
0904860	Waterford School District	Connecticut	0.999	0.016
0904890	Watertown School District	Connecticut	0.974	0.028
0904920	West Hartford School District	Connecticut	1.071	0.008
0904950	West Haven School District	Connecticut	1.02	0.009
0904980	Westbrook School District	Connecticut	1.016	0.026
0905010	Weston School District	Connecticut	1.212	0.012
0905040	Westport School District	Connecticut	1.212	0.012
0905070	Wethersfield School District	Connecticut	1.071	0.008
0905100	Willington School District	Connecticut	0.99	0.028
0905130	Wilton School District	Connecticut	1.212	0.012
0905160	Winchester School District	Connecticut	0.974	0.028
0905190	Windham School District	Connecticut	0.926	0.043
0905220	Windsor School District	Connecticut	1.071	0.008
0905250	Windsor Locks School District	Connecticut	1.071	0.008
0905280	Wolcott School District	Connecticut	1.02	0.009
0905310	Woodbridge School District	Connecticut	1.02	0.009
0905370	Woodstock School District	Connecticut	0.926	0.043
1000080	Appoquinimink School District	Delaware	1.022	0.01
1000170	Cape Henlopen School District	Delaware	0.853	0.026
1000180	Caesar Rodney School District	Delaware	0.909	0.025
1000190	Capital School District	Delaware	0.909	0.025
1000200	Christina School District	Delaware	1.022	0.01
1000230	Colonial School District	Delaware	1.022	0.01
1000270	Delmar School District	Delaware	0.853	0.026
1000680	Indian River School District	Delaware	0.853	0.026
1000790	Lake Forest School District	Delaware	0.909	0.025
1000810	Laurel School District	Delaware	0.853	0.026
1001080	Milford School District	Delaware	0.873	0.019
1001240	Brandywine School District	Delaware	1.022	0.01
1001300	Red Clay Consolidated School District	Delaware	1.022	0.01
1001530	Seaford School District	Delaware	0.853	0.026
1001620	Smyrna School District	Delaware	0.918	0.024
1001850	Woodbridge School District	Delaware	0.859	0.024
1100030	District of Columbia Public Schools	District of Columbia	1.295	0.006
1200030	Alachua County School District	Florida	0.869	0.014
1200060	Baker County School District	Florida	0.891	0.043
1200090	Bay County School District	Florida	0.875	0.019
1200120	Bradford County School District	Florida	0.891	0.043
1200150	Brevard County School District	Florida	0.885	0.011
1200180	Broward County School District	Florida	0.949	0.009
1200210	Calhoun County School District	Florida	0.788	0.041
1200240	Charlotte County School District	Florida	0.794	0.026
1200270	Citrus County School District	Florida	0.828	0.033
1200300	Clay County School District	Florida	0.845	0.038
1200330	Collier County School District	Florida	0.946	0.021
1200360	Columbia County School District	Florida	0.891	0.043
1200390	Dade County School District	Florida	0.935	0.007
1200420	DeSoto County School District	Florida	0.879	0.036
1200450	Dixie County School District	Florida	0.794	0.043
1200480	Duval County School District	Florida	0.928	0.008
1200510	Escambia County School District	Florida	0.833	0.014
1200540	Flagler County School District	Florida	0.847	0.034
1200570	Franklin County School District	Florida	0.788	0.041
1200600	Gadsden County School District	Florida	0.788	0.041
1200630	Gilchrist County School District	Florida	0.794	0.043
1200660	Glades County School District	Florida	0.879	0.036
1200690	Gulf County School District	Florida	0.788	0.041
1200720	Hamilton County School District	Florida	0.794	0.043
1200750	Hardee County School District	Florida	0.879	0.036
1200780	Hendry County School District	Florida	0.879	0.036
1200810	Hernando County School District	Florida	0.787	0.034
1200840	Highlands County School District	Florida	0.879	0.036
1200870	Hillsborough County School District	Florida	0.93	0.007
1200900	Holmes County School District	Florida	0.82	0.045
1200930	Indian River County School District	Florida	0.892	0.03
1200960	Jackson County School District	Florida	0.82	0.045
1200990	Jefferson County School District	Florida	0.794	0.043
1201020	Lafayette County School District	Florida	0.794	0.043
1201050	Lake County School District	Florida	0.82	0.028
1201080	Lee County School District	Florida	0.871	0.014
1201110	Leon County School District	Florida	0.88	0.011
1201140	Levy County School District	Florida	0.794	0.043
1201170	Liberty County School District	Florida	0.788	0.041
1201200	Madison County School District	Florida	0.794	0.043
1201230	Manatee County School District	Florida	0.88	0.02
1201260	Marion County School District	Florida	0.785	0.029
1201290	Martin County School District	Florida	0.933	0.038
1201320	Monroe County School District	Florida	0.859	0.031
1201350	Nassau County School District	Florida	0.928	0.008
1201380	Okaloosa County School District	Florida	0.915	0.018
1201410	Okeechobee County School District	Florida	0.879	0.036
1201440	Orange County School District	Florida	0.925	0.008
1201470	Osceola County School District	Florida	0.907	0.027
1201500	Palm Beach County School District	Florida	0.957	0.007
1201530	Pasco County School District	Florida	0.871	0.018
1201560	Pinellas County School District	Florida	0.867	0.007
1201590	Polk County School District	Florida	0.854	0.018
1201620	Putnam County School District	Florida	0.847	0.034
1201650	Santa Rosa County School District	Florida	0.804	0.032
1201680	Sarasota County School District	Florida	0.854	0.015
1201710	Seminole County School District	Florida	0.892	0.012
1201740	St. Johns County School District	Florida	0.906	0.027
1201770	St. Lucie County School District	Florida	0.868	0.029
1201800	Sumter County School District	Florida	0.901	0.078
1201830	Suwannee County School District	Florida	0.794	0.043
1201860	Taylor County School District	Florida	0.794	0.043
1201890	Union County School District	Florida	0.891	0.043
1201920	Volusia County School District	Florida	0.802	0.017
1201950	Wakulla County School District	Florida	0.788	0.041
1201980	Walton County School District	Florida	0.909	0.053
1202010	Washington County School District	Florida	0.82	0.045
1300001	Troup County School District	Georgia	0.854	0.033
1300002	Fort Benning Schools	Georgia	0.86	0.024
1300003	Fort Stewart School District	Georgia	0.833	0.027
1300004	Robins AFB School District	Georgia	0.89	0.023
1300060	Appling County School District	Georgia	0.774	0.043
1300090	Atkinson County School District	Georgia	0.748	0.033
1300120	Atlanta City School District	Georgia	1.07	0.006
1300150	Bacon County School District	Georgia	0.959	0.048
1300180	Baker County School District	Georgia	0.768	0.03
1300210	Baldwin County School District	Georgia	0.813	0.039
1300240	Banks County School District	Georgia	0.843	0.042
1300290	Barrow County School District	Georgia	0.849	0.037
1300330	Bartow County School District	Georgia	0.829	0.029
1300360	Ben Hill County School District	Georgia	0.802	0.045
1300390	Berrien County School District	Georgia	0.748	0.033
1300420	Bibb County School District	Georgia	0.869	0.022
1300440	Bleckley County School District	Georgia	0.87	0.035
1300480	Brantley County School District	Georgia	0.959	0.048
1300510	Bremen City School District	Georgia	0.84	0.04
1300540	Brooks County School District	Georgia	0.748	0.033
1300570	Bryan County School District	Georgia	0.766	0.047
1300600	Buford City School District	Georgia	0.924	0.009
1300630	Bulloch County School District	Georgia	0.762	0.034
1300660	Burke County School District	Georgia	0.965	0.059
1300690	Butts County School District	Georgia	0.813	0.039
1300720	Calhoun City School District	Georgia	0.835	0.069
1300750	Calhoun County School District	Georgia	0.762	0.045
1300780	Camden County School District	Georgia	0.945	0.052
1300810	Candler County School District	Georgia	0.766	0.047
1300840	Carroll County School District	Georgia	0.873	0.03
1300870	Carrollton City School District	Georgia	0.873	0.03
1300900	Cartersville City School District	Georgia	0.829	0.029
1300930	Catoosa County School District	Georgia	0.801	0.037
1300990	Charlton County School District	Georgia	0.945	0.052
1301020	Chatham County School District	Georgia	0.906	0.015
1301050	Chattahoochee County School District	Georgia	0.877	0.052
1301080	Chattooga County School District	Georgia	0.801	0.037
1301110	Cherokee County School District	Georgia	0.886	0.032
1301140	Chickamauga City School District	Georgia	0.801	0.037
1301170	Clarke County School District	Georgia	0.836	0.018
1301200	Clay County School District	Georgia	0.762	0.045
1301230	Clayton County School District	Georgia	0.959	0.025
1301260	Clinch County School District	Georgia	0.748	0.033
1301290	Cobb County School District	Georgia	1.002	0.009
1301350	Coffee County School District	Georgia	0.959	0.048
1301380	Colquitt County School District	Georgia	0.802	0.045
1301410	Columbia County School District	Georgia	0.89	0.034
1301440	Commerce City School District	Georgia	0.849	0.037
1301470	Cook County School District	Georgia	0.748	0.033
1301500	Coweta County School District	Georgia	0.868	0.042
1301530	Crawford County School District	Georgia	0.793	0.049
1301560	Crisp County School District	Georgia	0.762	0.045
1301590	Dade County School District	Georgia	0.801	0.037
1301620	Dalton City School District	Georgia	0.872	0.037
1301650	Dawson County School District	Georgia	0.8	0.044
1301680	Decatur City School District	Georgia	0.998	0.009
1301710	Decatur County School District	Georgia	0.768	0.03
1301740	DeKalb County School District	Georgia	0.998	0.009
1301770	Dodge County School District	Georgia	0.774	0.043
1301800	Dooly County School District	Georgia	0.87	0.035
1301830	Dougherty School District	Georgia	0.883	0.023
1301860	Douglas County School District	Georgia	0.847	0.029
1301870	Dublin City School District	Georgia	0.789	0.038
1301890	Laurens County School District	Georgia	0.789	0.038
1301920	Early County School District	Georgia	0.768	0.03
1301950	Echols County School District	Georgia	0.748	0.033
1301980	Effingham County School District	Georgia	0.766	0.047
1302010	Elbert County School District	Georgia	0.788	0.032
1302040	Emanuel County School District	Georgia	0.766	0.047
1302070	Evans County School District	Georgia	0.79	0.055
1302100	Fannin County School District	Georgia	0.8	0.044
1302130	Fayette County School District	Georgia	0.972	0.039
1302190	Floyd County School District	Georgia	0.833	0.029
1302220	Forsyth County School District	Georgia	0.965	0.03
1302250	Franklin County School District	Georgia	0.788	0.032
1302280	Fulton County School District	Georgia	1.075	0.007
1302310	Gainesville City School District	Georgia	0.893	0.025
1302340	Gilmer County School District	Georgia	0.835	0.069
1302370	Glascock County School District	Georgia	0.965	0.059
1302400	Glynn County School District	Georgia	0.917	0.031
1302430	Gordon County School District	Georgia	0.835	0.069
1302460	Grady County School District	Georgia	0.768	0.03
1302490	Greene County School District	Georgia	0.965	0.059
1302520	Spalding County School District	Georgia	0.813	0.039
1302550	Gwinnett County School District	Georgia	0.926	0.01
1302580	Habersham County School District	Georgia	0.843	0.042
1302610	Hall County School District	Georgia	0.893	0.025
1302640	Hancock County School District	Georgia	0.965	0.059
1302670	Haralson County School District	Georgia	0.84	0.041
1302700	Harris County School District	Georgia	0.854	0.033
1302730	Hart County School District	Georgia	0.788	0.032
1302790	Heard County School District	Georgia	0.854	0.033
1302820	Henry County School District	Georgia	0.876	0.037
1302880	Houston County School District	Georgia	0.89	0.023
1302910	Irwin County School District	Georgia	0.748	0.033
1302940	Jackson County School District	Georgia	0.849	0.037
1302970	Jasper County School District	Georgia	0.813	0.039
1303000	Jeff Davis County School District	Georgia	0.774	0.043
1303030	Jefferson City School District	Georgia	0.849	0.037
1303060	Jefferson County School District	Georgia	0.965	0.059
1303090	Jenkins County School District	Georgia	0.766	0.047
1303120	Johnson County School District	Georgia	0.965	0.059
1303150	Jones County School District	Georgia	0.813	0.039
1303210	Lamar County School District	Georgia	0.793	0.049
1303240	Lanier County School District	Georgia	0.748	0.033
1303270	Lee County School District	Georgia	0.762	0.045
1303300	Liberty County School District	Georgia	0.833	0.027
1303330	Lincoln County School District	Georgia	0.89	0.034
1303360	Long County School District	Georgia	0.959	0.048
1303390	Lowndes County School District	Georgia	0.826	0.031
1303420	Lumpkin County School District	Georgia	0.726	0.035
1303450	Macon County School District	Georgia	0.87	0.035
1303480	Madison County School District	Georgia	0.843	0.042
1303510	Marietta City School District	Georgia	1.002	0.009
1303540	Marion County School District	Georgia	0.762	0.045
1303570	Mcduffie County School District	Georgia	0.788	0.032
1303600	Mcintosh County School District	Georgia	0.959	0.048
1303630	Meriwether County School District	Georgia	0.762	0.045
1303660	Miller County School District	Georgia	0.768	0.03
1303690	Mitchell County School District	Georgia	0.802	0.045
1303720	Monroe County School District	Georgia	0.813	0.039
1303750	Montgomery County School District	Georgia	0.79	0.055
1303780	Morgan County School District	Georgia	0.835	0.035
1303840	Murray County School District	Georgia	0.8	0.044
1303870	Muscogee County School District	Georgia	0.847	0.017
1303930	Newton County School District	Georgia	0.906	0.038
1303960	Oconee County School District	Georgia	0.86	0.047
1303990	Oglethorpe County School District	Georgia	0.965	0.059
1304020	Paulding County School District	Georgia	0.84	0.041
1304050	Peach County School District	Georgia	0.793	0.049
1304080	Pelham City School District	Georgia	0.802	0.045
1304110	Pickens County School District	Georgia	0.8	0.044
1304140	Pierce County School District	Georgia	0.959	0.048
1304170	Pike County School District	Georgia	0.793	0.049
1304200	Polk County School District	Georgia	0.84	0.041
1304220	Pulaski County School District	Georgia	0.87	0.035
1304260	Putnam County School District	Georgia	0.813	0.039
1304290	Quitman County School District	Georgia	0.762	0.045
1304320	Rabun County School District	Georgia	0.843	0.042
1304350	Randolph County School District	Georgia	0.762	0.045
1304380	Richmond County School District	Georgia	0.871	0.014
1304410	Rockdale County School District	Georgia	0.8	0.059
1304440	Rome City School District	Georgia	0.833	0.029
1304470	Schley County School District	Georgia	0.762	0.045
1304500	Screven County School District	Georgia	0.766	0.047
1304530	Seminole County School District	Georgia	0.768	0.03
1304540	Social Circle City School District	Georgia	0.835	0.035
1304560	Stephens County School District	Georgia	0.788	0.032
1304590	Stewart County School District	Georgia	0.762	0.045
1304620	Sumter County School District	Georgia	0.762	0.045
1304650	Talbot County School District	Georgia	0.762	0.045
1304680	Taliaferro County School District	Georgia	0.965	0.059
1304770	Tattnall County School District	Georgia	0.79	0.055
1304800	Taylor County School District	Georgia	0.793	0.049
1304830	Telfair County School District	Georgia	0.774	0.043
1304860	Terrell County School District	Georgia	0.762	0.045
1304890	Thomas County School District	Georgia	0.796	0.038
1304950	Thomasville City School District	Georgia	0.796	0.038
1304980	Tift County School District	Georgia	0.748	0.033
1305040	Toombs County School District	Georgia	0.79	0.055
1305070	Towns County School District	Georgia	0.726	0.035
1305100	Treutlen County School District	Georgia	0.774	0.043
1305130	Trion City School District	Georgia	0.801	0.037
1305190	Turner County School District	Georgia	0.802	0.045
1305220	Twiggs County School District	Georgia	0.87	0.035
1305250	Union County School District	Georgia	0.726	0.035
1305280	Upson County School District	Georgia	0.793	0.049
1305310	Valdosta City School District	Georgia	0.826	0.031
1305340	Vidalia City School District	Georgia	0.79	0.055
1305370	Walker County School District	Georgia	0.801	0.037
1305390	Walton County School District	Georgia	0.835	0.035
1305430	Ware County School District	Georgia	0.748	0.033
1305460	Warren County School District	Georgia	0.965	0.059
1305490	Washington County School District	Georgia	0.87	0.035
1305550	Wayne County School District	Georgia	0.959	0.048
1305580	Webster County School District	Georgia	0.762	0.045
1305640	Wheeler County School District	Georgia	0.774	0.043
1305670	White County School District	Georgia	0.726	0.035
1305700	Whitfield County School District	Georgia	0.872	0.037
1305730	Wilcox County School District	Georgia	0.802	0.045
1305760	Wilkes County School District	Georgia	0.788	0.032
1305790	Wilkinson County School District	Georgia	0.87	0.035
1305850	Worth County School District	Georgia	0.802	0.045
1500030	Hawaii Department of Education	Hawaii	1.006	0.009
1600001	West Bonner County School District 83	Idaho	0.78	0.041
1600002	Lake Pend Oreille School District 84	Idaho	0.78	0.041
1600009	Troy School District 287	Idaho	0.781	0.024
1600010	Whitepine Joint School District 288	Idaho	0.781	0.023
1600030	Aberdeen School District 58	Idaho	0.78	0.037
1600060	American Falls Joint School District 381	Idaho	0.737	0.042
1600090	Arbon Elementary School District 383	Idaho	0.737	0.042
1600138	Salmon River School District 243	Idaho	0.708	0.035
1600139	Mountain View School District 244	Idaho	0.708	0.035
1600150	Avery School District 394	Idaho	0.78	0.041
1600180	Basin School District 72	Idaho	0.708	0.035
1600240	Bear Lake County School District 33	Idaho	0.778	0.023
1600270	Blackfoot School District 55	Idaho	0.78	0.037
1600300	Blaine County School District 61	Idaho	0.894	0.043
1600330	Bliss Joint School District 234	Idaho	0.786	0.04
1600360	Boise City Independent School District 1	Idaho	0.883	0.012
1600420	Boundary County School District 101	Idaho	0.78	0.041
1600450	Bruneau-Grand View Joint School District 365	Idaho	0.786	0.04
1600480	Buhl Joint School District 412	Idaho	0.772	0.032
1600490	Butte County Joint School District 111	Idaho	0.891	0.042
1600510	Caldwell School District 132	Idaho	0.828	0.031
1600540	Camas County School District 121	Idaho	0.786	0.04
1600570	Cambridge Joint School District 432	Idaho	0.811	0.027
1600600	Vallivue School District 139	Idaho	0.828	0.031
1600630	Cascade School District 422	Idaho	0.708	0.035
1600660	Cassia County Joint School District 151	Idaho	0.737	0.042
1600690	Castleford School District 417	Idaho	0.772	0.033
1600720	Challis Joint School District 181	Idaho	0.708	0.035
1600750	Clark County School District 161	Idaho	0.894	0.043
1600780	Coeur d'Alene School District 271	Idaho	0.839	0.03
1600810	Cottonwood Joint School District 242	Idaho	0.708	0.035
1600815	Plummer-Worley Joint School District 44	Idaho	0.801	0.019
1600840	Council School District 13	Idaho	0.708	0.035
1600870	Culdesac Joint School District 342	Idaho	0.857	0.034
1600900	Dietrich School District 314	Idaho	0.786	0.04
1600930	Bonneville Joint School District 93	Idaho	0.861	0.025
1600960	Preston Joint School District 201	Idaho	0.778	0.023
1601020	Emmett Independent School District 221	Idaho	0.708	0.035
1601050	Filer School District 413	Idaho	0.772	0.033
1601080	Firth School District 59	Idaho	0.78	0.037
1601110	Fremont County Joint School District 215	Idaho	0.892	0.042
1601140	Fruitland School District 373	Idaho	0.828	0.031
1601170	Garden Valley School District 71	Idaho	0.708	0.035
1601200	Genesee Joint School District 282	Idaho	0.79	0.022
1601230	Glenns Ferry Joint School District 192	Idaho	0.786	0.04
1601260	Gooding Joint School District 231	Idaho	0.786	0.04
1601290	Grace Joint School District 148	Idaho	0.779	0.031
1601380	Hagerman Joint School District 233	Idaho	0.785	0.038
1601410	Hansen School District 415	Idaho	0.772	0.033
1601440	Highland Joint School District 305	Idaho	0.857	0.034
1601470	Homedale Joint School District 370	Idaho	0.793	0.034
1601500	Horseshoe Bend School District 73	Idaho	0.708	0.035
1601530	Idaho Falls School District 91	Idaho	0.861	0.025
1601570	Jefferson County Joint School District 251	Idaho	0.78	0.037
1601590	Jerome Joint School District 261	Idaho	0.786	0.04
1601620	Kamiah Joint School District 304	Idaho	0.778	0.023
1601650	Kellogg Joint School District 391	Idaho	0.787	0.037
1601680	Kendrick Joint School District 283	Idaho	0.791	0.021
1601710	Kimberly School District 414	Idaho	0.772	0.033
1601740	Kootenai Joint School District 274	Idaho	0.835	0.028
1601770	Kuna Joint School District 3	Idaho	0.876	0.011
1601800	Lakeland Joint School District 272	Idaho	0.839	0.03
1601830	Lapwai School District 341	Idaho	0.857	0.034
1601860	Lewiston Independent School District 340	Idaho	0.857	0.034
1601900	Mackay Joint School District 182	Idaho	0.721	0.033
1601920	Madison School District 321	Idaho	0.784	0.038
1601950	Marsh Valley Joint School District 21	Idaho	0.778	0.023
1601980	Marsing Joint School District 363	Idaho	0.793	0.034
1602030	McCall-Donnelly Joint School District 421	Idaho	0.708	0.035
1602060	Meadows Valley School District 11	Idaho	0.708	0.035
1602070	Melba Joint School District 136	Idaho	0.825	0.024
1602100	Meridian Joint School District 2	Idaho	0.882	0.012
1602130	Middleton School District 134	Idaho	0.828	0.031
1602160	Midvale School District 433	Idaho	0.828	0.031
1602190	Minidoka County Joint School District 331	Idaho	0.738	0.041
1602220	Moscow School District 281	Idaho	0.781	0.024
1602250	Mountain Home School District 193	Idaho	0.786	0.04
1602280	Mullan School District 392	Idaho	0.78	0.041
1602310	Murtaugh Joint School District 418	Idaho	0.768	0.03
1602340	Nampa School District 131	Idaho	0.828	0.031
1602370	New Plymouth School District 372	Idaho	0.828	0.031
1602400	Nezperce Joint School District 302	Idaho	0.833	0.028
1602430	North Gem School District 149	Idaho	0.78	0.037
1602460	Notus School District 135	Idaho	0.828	0.031
1602490	Oneida County School District 351	Idaho	0.737	0.042
1602520	Orofino Joint School District 171	Idaho	0.785	0.039
1602550	Parma School District 137	Idaho	0.828	0.031
1602580	Payette Joint School District 371	Idaho	0.828	0.031
1602610	Pleasant Valley Elementary School District 364	Idaho	0.786	0.04
1602640	Pocatello School District 25	Idaho	0.778	0.023
1602670	Post Falls School District 273	Idaho	0.839	0.03
1602700	Potlatch School District 285	Idaho	0.781	0.024
1602730	Prairie Elementary School District 191	Idaho	0.786	0.04
1602760	Richfield School District 316	Idaho	0.786	0.04
1602790	Ririe Joint School District 252	Idaho	0.802	0.029
1602820	Rockland School District 382	Idaho	0.737	0.042
1602850	Salmon School District 291	Idaho	0.708	0.035
1602910	Shelley Joint School District 60	Idaho	0.786	0.034
1602940	Shoshone Joint School District 312	Idaho	0.786	0.04
1602970	Snake River School District 52	Idaho	0.78	0.037
1603000	Soda Springs Joint School District 150	Idaho	0.78	0.035
1603030	South Lemhi School District 292	Idaho	0.708	0.035
1603060	St. Maries Joint School District 41	Idaho	0.781	0.024
1603090	Sugar-Salem Joint School District 322	Idaho	0.808	0.033
1603120	Swan Valley Elementary School District 92	Idaho	0.861	0.025
1603180	Teton County School District 401	Idaho	0.784	0.038
1603210	Three Creek Joint Elementary School District 416	Idaho	0.778	0.024
1603240	Twin Falls School District 411	Idaho	0.772	0.033
